,410,435,460,485,510,535,560,585,610,635,660,685,710,735,760,785,810,835,PH,EC,OC,P,K,Ca,Mg,S,Fe,Mn,Cu,Zn,B
47,-1.9087309703624042,-1.6101174476989333,-1.3115039250354623,-1.0128904023719916,-0.7142768797085206,-0.4156633570450539,-0.19279808262345552,-0.30254800302417306,0.25988859562516065,0.3214577230501783,0.3679570647335828,0.5529833574895605,0.5081823406688748,0.702658892866093,0.8971354450633099,1.0916119972605267,1.2860885494577436,1.4805651016549608,6.95,0.08,0.84,11.39,83.16,28.25,6.25,11.94,45.31,24.38,10.01,1.58,0.6
48,-1.8138285399964271,-1.5527333502583003,-1.2916381605201737,-1.0305429707820466,-0.7694477810439198,-0.5083525913057984,-0.18751650293840208,-0.4165276480151489,0.2420973195270619,0.21929723232116,0.23480492314310358,0.6622343715162062,0.6224562366774415,0.7876173218966445,0.9527784071158465,1.1179394923350485,1.2831005775542506,1.4482616627734526,8.4,0.19,0.42,5.78,748.2,62.75,7.75,11.94,18.56,15.04,2.45,1.42,0.43
49,-1.864235842138588,-1.5953394543174448,-1.3264430664963018,-1.0575466786751582,-0.7886502908540152,-0.5197539030328759,-0.12357304873215433,-0.16640425239208906,0.3000972649101418,0.24712105879362006,0.2591466232126999,0.5510977139143306,0.6024478771978861,0.7671009847059211,0.9317540922139556,1.09640719972199,1.2610603072300242,1.4257134147380586,6.68,0.26,1.2,2.98,236.4,25.5,2.75,11.94,38.95,22.12,7.6,0.39,0.82
50,-1.465895013426254,-1.3170367221854151,-1.1681784309445762,-1.0193201397037377,-0.8704618484628991,-0.7216035572220649,-0.5610632339236298,-0.8246794219214578,0.15631521894710104,0.15317156530603465,0.27382439247142193,0.7331524025608629,0.7047840555637632,0.8649887525718998,1.0251934495800348,1.18539814658817,1.3456028435963052,1.5058075406044402,8.85,0.13,0.98,67.44,172.48,24.6,5.17,7.45,2.1,5.39,0.86,0.32,0.73
51,-1.2940467107202205,-1.1883786206331624,-1.0827105305461047,-0.9770424404590464,-0.8713743503719883,-0.7657062602849366,-0.6940776680145468,-0.9731112955020454,0.09808592784544386,0.06215059802973003,0.18994250436703364,0.6411253461425137,0.6356892750498586,0.8384231317064048,1.04115698836295,1.2438908450194948,1.4466247016760396,1.6493585583325845,8.42,0.2,0.27,77.08,283.36,5.36,4.54,28.12,4.2,5.35,0.59,0.95,0.6
52,-1.223792773804197,-1.131983429767149,-1.0401740857301007,-0.9483647416930528,-0.856555397656005,-0.7647460536189622,-0.673186375325894,-1.0743214693704715,0.06205142357191385,0.010268201235378657,0.10218299376938447,0.6129056103728957,0.5781507870674204,0.8086048787748709,1.0390589704823192,1.2695130621897677,1.4999671538972164,1.7304212456046646,5.78,0.07,0.77,78.83,147.84,5.04,2.06,20.02,19.44,56.1,2.14,0.74,0.56
53,-0.8261148998020956,-0.8351009025356119,-0.8440869052691281,-0.8530729080026445,-0.8620589107361607,-0.8710449134696866,-0.9307869668618238,-1.3350693396832365,-0.10842530250760263,-0.15061444148869066,-0.0009154998994878254,0.5250533655415859,0.4913213306272535,0.767608640023992,1.0438959494207296,1.320183258817467,1.5964705682142042,1.8727578776109415,6.56,0.26,0.44,55.01,219.06,3.3,2.9,22.41,14.23,10.56,1.11,1.52,0.92
54,-1.4103156310833254,-1.2767331580172623,-1.1431506849511992,-1.0095682118851361,-0.8759857388190728,-0.7424032657530155,-0.6176794984407681,-0.826988388432318,0.1007609178323705,0.10611466408002038,0.2795231580677955,0.689524200688909,0.6762859631167394,0.854231686984245,1.0321774108517492,1.2101231347192534,1.3880688585867575,1.5660145824542615,6.77,0.6,0.22,26.8,316.42,6.5,2.9,43.1,2.08,28.91,1.98,0.69,0.3
55,-1.830346721149693,-1.5683655791565543,-1.3063844371634148,-1.044403295170276,-0.7824221531771366,-0.5204410111840024,-0.1365766835754463,-0.3952771118210782,0.25907378145041576,0.21233728712879166,0.30621333452354227,0.6594435314860893,0.6484760030620171,0.7988955390244621,0.9493150749869054,1.0997346109493487,1.250154146911792,1.4005736828742352,7.17,0.4,1.16,39.42,328.59,9.3,3.3,13.79,5.86,47.3,1.46,1.1,0.51
56,-0.23073873264381553,-0.3644379925952176,-0.49813725254661945,-0.6318365124980215,-0.7655357724494236,-0.8992350324008329,-1.0694065345121544,-1.682593600435538,-0.35591670412134396,-0.49006278291155053,-0.30306759167042013,0.3418384291539465,0.2771939656997955,0.6295917180619455,0.9819894704240927,1.3343872227862403,1.686784975148388,2.039182727510535,9.29,0.27,0.51,14.89,146.04,6.0,5.3,19.87,4.24,5.54,0.2,1.43,1.34
57,-1.5789461561047275,-1.3981585898324165,-1.2173710235601056,-1.036583457287795,-0.8557958910154839,-0.6750083247431782,-0.4997801864636758,-0.6540559678927068,0.17761425725086305,0.1825253435241246,0.3455685740500481,0.7086061255618479,0.7061099789560297,0.8570916738078324,1.0080733686596335,1.159055063511435,1.3100367583632364,1.4610184532150376,7.07,0.17,0.39,40.12,121.7,4.0,2.0,19.87,14.06,10.23,0.51,1.89,0.49
58,-0.9713754358894113,-0.9449880295906679,-0.9186006232919245,-0.892213216993181,-0.8658258106944375,-0.839438404395702,-0.780550663449289,-1.268242342894651,-0.04269704438587459,-0.13358996871924383,-0.015309885726339668,0.5846357243073195,0.5500150692497944,0.8025554216647711,1.0550957740797464,1.3076361264947216,1.5601764789096968,1.812716831324672,9.39,0.75,0.6,5.78,219.06,11.3,2.0,16.56,57.59,17.27,0.92,1.34,0.73
59,-1.9086098298506173,-1.6216675475633104,-1.3347252652760029,-1.047782982988696,-0.7608407007013892,-0.47389841841408775,-0.181097349609829,-0.30127522435807824,0.3298144558122581,0.3236950589486853,0.4227317876633738,0.6680595956288824,0.6486759422376057,0.7815786600564848,0.9144813778753633,1.0473840956942415,1.18028681351312,1.3131895313319983,9.08,0.26,0.48,9.69,376.92,37.0,9.5,30.76,4.29,4.71,1.32,0.8,0.84
60,-1.3998078483498295,-1.2609739544765066,-1.1221400606031837,-0.9833061667298609,-0.8444722728565381,-0.7056383789832221,-0.5846247562978999,-0.8450909334514216,0.08397030956893037,0.046723200249389196,0.20491720109393238,0.6110130137894353,0.5896290134643586,0.807072784548401,1.0245165556324423,1.2419603267164834,1.4594040978005247,1.6768478688845658,8.9,0.17,0.42,33.45,115.8,13.5,8.3,18.14,13.11,3.05,2.14,0.69,0.77
61,-1.8326450482528915,-1.5729886506423134,-1.3133322530317355,-1.0536758554211574,-0.7940194578105795,-0.5343630602000058,-0.2277285193387464,-0.42058095850287797,0.32780983855292045,0.28392051652446365,0.3865937371216683,0.7108395323392308,0.69971782604551,0.8225087075381088,0.9452995890307063,1.0680904705233039,1.1908813520159014,1.313672233508499,6.37,0.1,0.69,5.31,345.6,6.8,2.5,17.35,27.0,65.14,2.2,0.59,0.43
62,-0.7575509719647076,-0.784717946752057,-0.8118849215394061,-0.8390518963267555,-0.8662188711141046,-0.893385845901462,-0.8962054469148213,-1.3852658455291615,-0.1251935590627717,-0.186806233374886,-0.08511629798831372,0.4969082579223831,0.48492882905987633,0.7665899360056645,1.0482510429514509,1.3299121498972373,1.6115732568430237,1.89323436378881,6.36,0.12,0.75,17.34,221.76,8.16,2.13,17.38,10.06,11.27,1.65,1.06,0.83
63,-1.8687522658023126,-1.595519866440583,-1.3222874670788531,-1.0490550677171233,-0.7758226683553937,-0.5025902689936679,-0.17916705359075108,-0.3421960493768059,0.310385460231023,0.28182404249352994,0.3688523275945692,0.6685684783200373,0.6529566894118805,0.7921580402282175,0.9313593910445537,1.0705607418608898,1.2097620926772261,1.348963443493562,7.77,0.06,1.08,27.5,221.76,5.3,2.3,10.76,0.6,5.14,1.28,0.43,0.6
64,-1.8562349952401627,-1.5869479347223867,-1.317660874204611,-1.0483738136868346,-0.7790867531690587,-0.509799692651287,-0.19638013423164918,-0.36272176067866263,0.2994216180511683,0.2814348760460796,0.36929862934830343,0.6671376107347171,0.6616568572657778,0.7996549959864259,0.937653134707073,1.07565127342772,1.213649412148367,1.351647550869014,8.16,0.25,1.05,21.9,147.84,6.5,6.0,30.63,9.18,8.47,1.56,2.04,0.99
65,-1.9389846762914345,-1.6426192447412897,-1.346253813191145,-1.0498883816410003,-0.7535229500908555,-0.4571575185407145,-0.10865801268111643,-0.2858568029320328,0.3598488989318476,0.33699118052151034,0.38729011175362604,0.6813839221521829,0.6651848383891552,0.7869393888168555,0.9086939392445547,1.0304484896722539,1.1522030400999532,1.2739575905276526,6.99,0.04,0.09,39.77,320.32,4.0,3.7,8.28,3.51,4.76,0.39,0.42,0.85
66,-1.5734937208648998,-1.359970923683518,-1.146448126502136,-0.9329253293207539,-0.719402532139372,-0.5058797349579969,-0.42853559587480117,-0.7105796822158674,0.09611617066286617,0.11521682597220656,0.12625638137342043,0.4507722342767939,0.3539562645796518,0.6516320276327289,0.9493077906858053,1.2469835537388818,1.5446593167919582,1.8423350798450346,6.71,0.28,1.095,13.31,300.0,4.4,3.2,6.9,18.3,21.44,2.51,1.54,0.36
67,-1.7042986512955076,-1.4830790081266243,-1.2618593649577414,-1.0406397217888583,-0.8194200786199751,-0.5982004354510975,-0.30076625450290173,-0.5104708650769906,0.2131139394380588,0.18599879909346562,0.2312793377167828,0.706771399331574,0.6763651110404524,0.8312571269069262,0.9861491427733992,1.141041158639872,1.2959331745063452,1.450825190372818,5.09,0.05,1.152,16.64,204.0,1.8,1.0,6.9,57.32,76.3,1.63,0.64,0.51
68,-1.8512657480702779,-1.5764928947027945,-1.3017200413353118,-1.0269471879678285,-0.7521743346003451,-0.47740148123286774,-0.11917958508520299,-0.33354192052937076,0.22071541925042712,0.1937004129549138,0.20168126125081198,0.640844345023926,0.6024308237930032,0.7735772779453975,0.9447237320977907,1.1158701862501839,1.2870166404025773,1.4581630945549702,8.69,0.31,1.362,9.46,264.0,17.1,7.0,17.24,8.2,13.45,1.07,0.29,0.43
69,-0.8111970055653864,-0.8159540385580983,-0.8207110715508107,-0.8254681045435227,-0.8302251375362351,-0.8349821705289557,-0.7906941804189804,-1.258355258357511,-0.22707579057550198,-0.3030415224285198,-0.2731803936997888,0.570556188193516,0.4730082352892425,0.765160173544866,1.0573121118004876,1.3494640500561097,1.6416159883117318,1.9337679265673535,8.53,0.19,0.42,8.75,450.0,20.5,11.8,20.51,3.07,2.29,1.47,1.48,0.43
70,-1.1244914297155353,-1.0450793347079013,-0.9656672397002678,-0.8862551446926339,-0.806843049685,-0.7274309546773735,-0.6249736559268553,-1.0452987983764976,-0.09261860915511615,-0.1496114153583069,-0.20142489278767667,0.5546413539607727,0.4673411293583825,0.7547415556698567,1.0421419819813291,1.3295424082928011,1.6169428346042733,1.9043432609157458,8.09,0.17,0.51,36.26,470.4,7.8,4.3,24.45,2.22,2.34,1.24,1.23,0.6
71,-1.2399912008557514,-1.1443769353489834,-1.0487626698422157,-0.9531484043354477,-0.8575341388286798,-0.7619198733219181,-0.64914816582346,-1.0480328353020183,0.029649889347295254,-0.008776279012202121,0.09622720462174368,0.6606906019846663,0.5970388334314731,0.8198981538400161,1.0427574742485572,1.2656167946570989,1.4884761150656403,1.7113354354741819,8.46,0.25,0.63,15.0,586.8,43.5,3.0,18.14,3.2,3.51,1.97,0.64,0.68
72,-1.491477176127025,-1.3231123181731488,-1.1547474602192722,-0.986382602265396,-0.8180177443115199,-0.6496528863576505,-0.403904979254884,-0.730268407310144,0.06625297773842746,0.02444773159227619,0.03846367202901924,0.637352853277313,0.5868070197210316,0.8048206344580867,1.022834249195141,1.2408478639321951,1.4588614786692493,1.6768750934063033,8.55,1.17,0.96,6.25,777.0,26.3,16.8,30.76,5.14,5.28,2.92,1.02,0.77
73,-1.5937554470273918,-1.3936210850339985,-1.1934867230406054,-0.9933523610472124,-0.7932179990538192,-0.5930836370604322,-0.3544346556546722,-0.5968019994145041,0.09552569151665312,0.08076197373596679,0.07277466573335015,0.6103278097518899,0.5497857861991503,0.7733623894924762,0.9969389927858006,1.220515596079125,1.4440921993724494,1.6676688026657738,6.93,0.09,0.63,30.95,334.8,8.5,2.8,9.47,10.47,10.1,1.38,0.67,0.48
74,0.06182177025857257,-0.1524941180159237,-0.36681000629042015,-0.5811258945649164,-0.7954417828394127,-1.0097576711139187,-1.251660204585826,-1.759394155434417,-0.4316949997637448,-0.5018320728559,-0.4522071513263744,0.43677933890971543,0.36925125723779745,0.675138550850851,0.9810258444639026,1.286913138076954,1.5928004316900055,1.8986877253030567,8.47,0.18,0.48,7.88,771.6,53.0,5.0,15.35,4.81,1.27,2.57,1.76,0.81
75,-0.0214816993556277,-0.21715625962574558,-0.4128308198958637,-0.6085053801659815,-0.8041799404360995,-0.9998545007062243,-1.2016468618167897,-1.7429703985746776,-0.4055163247517009,-0.4784655080206565,-0.4382077009926481,0.45189119543473,0.38887029416196783,0.6919171230910017,0.9949639520200327,1.2980107809490637,1.6010576098780949,1.904104438807126,8.02,2.23,0.24,45.37,279.91,14.5,5.0,26.49,27.39,4.18,0.67,1.91,0.81
76,-0.8355494767737055,-0.8308555133637917,-0.8261615499538782,-0.8214675865439643,-0.816773623134051,-0.8120796597241462,-0.7527833599515165,-1.2331990942759583,-0.22668484058612295,-0.30646984083410966,-0.3035771866802815,0.5331662616072445,0.44938877655081455,0.7517956306114421,1.054202484672068,1.3566093387326938,1.6590161927933198,1.9614230468539458,8.72,0.15,0.6,14.19,231.23,8.7,3.5,19.04,2.92,4.65,0.47,0.85,0.49
77,-0.4503449523721297,-0.530814297941761,-0.6112836435113927,-0.6917529890810244,-0.7722223346506556,-0.852691680220297,-0.8787340252537225,-1.4225009194764717,-0.4008322539469147,-0.4981739784325259,-0.5047599219897875,0.4293009071355508,0.33296299874480667,0.6787651385629601,1.0245672783811124,1.370369418199264,1.716171558017416,2.061973697835568,8.78,0.23,0.57,57.46,438.12,30.7,3.0,24.83,4.23,12.64,0.65,0.44,0.24
78,-0.9663793282445875,-0.9333629077595748,-0.900346487274562,-0.8673300667895493,-0.8343136463045371,-0.8012972258195336,-0.7280248136854093,-1.2653005777729451,-0.09940835572589722,-0.17978821270377207,-0.1158409165903877,0.5741712984022393,0.49567408543451824,0.7718858672786135,1.048097649122707,1.3243094309668002,1.6005212128108934,1.8767329946549869,8.61,0.24,1.05,14.89,766.2,24.0,4.0,19.62,1.99,8.52,4.41,3.56,0.93
79,-1.277773913901897,-1.1716828333236011,-1.0655917527453047,-0.9595006721670085,-0.8534095915887125,-0.7473185110104237,-0.6205149115401681,-0.8986667840667986,-0.049357579115462985,-0.05319647203879879,-0.005692451421648927,0.7024604783938315,0.6345606631588403,0.8474193975303714,1.0602781319019015,1.273136866273431,1.4859956006449608,1.6988543350164904,9.01,0.15,0.36,4.91,396.0,40.0,7.3,11.09,7.01,2.09,1.79,0.43,0.73
80,-1.3792020895569246,-1.2431743460880318,-1.1071466026191394,-0.9711188591502468,-0.8350911156813545,-0.6990633722124694,-0.5276885453023362,-0.904856201303197,0.06974122204685806,0.027779211615868497,0.06847099704172901,0.6514351217465185,0.5922131556404958,0.8119888653484801,1.031764575056463,1.251540284764446,1.4713159944724286,1.6910917041804117,7.0,0.12,0.45,14.01,654.48,11.7,4.3,24.74,15.36,18.4,3.31,1.3,0.6
81,-1.14477883130617,-1.0648126670256362,-0.9848465027451019,-0.904880338464568,-0.8249141741840341,-0.7449480099035081,-0.6508565238710542,-1.1140191511402397,0.015990531610832685,-0.08740557383706657,-0.12870455260368263,0.5834178047237315,0.5159947227851474,0.7796473662541901,1.04330000972323,1.3069526531922697,1.5706052966613095,1.8342579401303492,6.03,0.09,0.78,4.38,206.04,5.8,1.4,3.41,81.94,20.24,4.19,1.82,0.55
82,-1.277773913901897,-1.1716828333236011,-1.0655917527453047,-0.9595006721670085,-0.8534095915887125,-0.7473185110104237,-0.6205149115401681,-0.8986667840667986,-0.049357579115462985,-0.05319647203879879,-0.005692451421648927,0.7024604783938315,0.6345606631588403,0.8474193975303714,1.0602781319019015,1.273136866273431,1.4859956006449608,1.6988543350164904,6.06,0.11,0.27,13.84,266.64,5.9,2.3,14.5,40.21,24.58,3.54,0.66,0.95
83,-1.3414435308124064,-1.2133736523721461,-1.085303773931886,-0.9572338954916255,-0.8291640170513651,-0.7010941386111125,-0.45318774685576324,-0.8977440861861514,0.015331040808044124,-0.0585792932904958,-0.03787663281553496,0.6130077099169885,0.5541753456862337,0.7956160085246385,1.037056671363042,1.2784973342014454,1.519937997039849,1.7613786598782524,8.2,0.23,0.84,26.8,219.06,5.3,3.0,27.32,19.4,3.47,2.44,0.5,0.32
84,-1.9337423420255329,-1.6427330602982462,-1.3517237785709597,-1.060714496843673,-0.7697052151163862,-0.47869593338910266,-0.10990318183084546,-0.24336207084616832,0.34274601250661163,0.30520680459738875,0.4218720038355699,0.7066935966829533,0.7051155751661363,0.8106734558529086,0.9162313365396803,1.0217892172264518,1.1273470979132234,1.232904978599995,7.67,0.04,0.93,26.1,450.29,3.2,1.6,9.93,37.94,10.6,1.46,0.64,1.17
85,-1.943383563795601,-1.64859068457206,-1.3537978053485185,-1.0590049261249774,-0.7642120469014363,-0.46941916767789843,-0.08011737370677174,-0.2405836185504041,0.3489940118480304,0.3110281293994657,0.40570490096076867,0.6953389717233578,0.6905538013173009,0.8008684923067839,0.9111831832962659,1.0214978742857481,1.1318125652752302,1.242127256264712,5.36,0.06,0.78,19.8,316.42,1.5,0.8,19.04,41.24,22.12,6.28,0.49,0.67
86,-1.8512657480702779,-1.5764928947027945,-1.3017200413353118,-1.0269471879678285,-0.7521743346003451,-0.47740148123286774,-0.11917958508520299,-0.33354192052937076,0.22071541925042712,0.1937004129549138,0.20168126125081198,0.640844345023926,0.6024308237930032,0.7735772779453975,0.9447237320977907,1.1158701862501839,1.2870166404025773,1.4581630945549702,5.04,0.05,0.27,4.91,97.36,0.9,0.7,8.28,13.26,13.39,7.07,0.64,0.51
87,-1.961887599056516,-1.660143654371298,-1.3583997096860798,-1.0566557650008612,-0.7549118203156432,-0.4531678756304278,-0.07063464197434977,-0.21381988407126745,0.3662427824618989,0.3221071045217208,0.411796948366176,0.6735470820048006,0.6763043159069044,0.7895110583942667,0.9027178008816278,1.0159245433689887,1.1291312858563496,1.242338028343711,4.93,0.06,0.78,27.15,304.25,2.1,1.4,17.38,39.19,24.58,1.24,0.13,0.45
88,-1.857531215308383,-1.590502513983614,-1.3234738126588454,-1.0564451113340767,-0.7894164100093082,-0.522387708684544,-0.193799353032607,-0.32652008026851187,0.3008800307784069,0.2636057422893958,0.3870374020137827,0.6879148709496109,0.6829541884510315,0.8111483903538659,0.9393425922566994,1.0675367941595328,1.1957309960623659,1.3239251979651994,8.2,0.59,0.87,8.75,346.2,15.8,8.5,4.73,0.99,6.8,2.0,1.78,0.05
89,-0.07832370265878308,-0.27948565110065365,-0.48064759954252406,-0.6818095479843946,-0.882971496426265,-1.0841334448681448,-1.2312689007191349,-1.7601637089795186,-0.3083569046195052,-0.4321103840229609,-0.19078036487035382,0.5058654353372856,0.5148766110220043,0.7692050513102006,1.0235334915983951,1.2778619318865896,1.532190372174784,1.7865188124629785,8.54,0.12,0.36,10.34,506.4,,25.8,14.6,4.16,3.25,1.28,0.27,0.73
90,-1.7203223846496718,-1.4855715863263015,-1.2508207880029314,-1.0160699896795613,-0.7813191913561911,-0.5465683930328268,-0.2813926444738318,-0.48318795024864064,0.19025799496100332,0.14476172015964894,0.26935109163532445,0.5615013771462454,0.5509381551403651,0.757188276008735,0.9634383968771044,1.1696885177454739,1.3759386386138432,1.582188759482213,7.68,0.32,0.6,31.71,582.0,,15.0,8.6,6.27,5.39,1.27,0.73,0.26
91,-1.9416595099477834,-1.6436757658970667,-1.34569202184635,-1.0477082777956328,-0.7497245337449161,-0.4517407896942045,-0.09335231991691872,-0.2605233048889486,0.3460217328506655,0.31370517737915904,0.3909035616019806,0.6493868422571948,0.6387446662312334,0.7721840803815955,0.9056234945319566,1.0390629086823178,1.172502322832679,1.3059417369830402,8.27,0.16,0.36,8.58,396.0,,4.0,1.9,1.18,1.4,1.0,0.75,0.37
92,-2.042886215611834,-1.7146075159984082,-1.3863288163849825,-1.0580501167715564,-0.729771417158131,-0.4014927175447089,0.001039914302502022,-0.06025877635920156,0.3874121964652995,0.35687225497379205,0.4692962013288817,0.6858821405099433,0.6831032829906094,0.7760548276775934,0.8690063723645765,0.9619579170515594,1.0549094617385424,1.1478610064255255,9.41,0.42,0.21,8.75,718.2,33.5,14.3,11.04,3.7,16.56,2.09,1.48,0.63
93,-1.971057323645903,-1.665520821168645,-1.359984318691387,-1.0544478162141289,-0.7489113137368709,-0.4433748112596162,-0.05175923139073661,-0.1959457088106332,0.3480846973539791,0.31748188870668503,0.40626494193058643,0.6694494129245031,0.6679786796670432,0.7841019014003708,0.900225123133698,1.016348344867025,1.132471566600352,1.2485947883336792,8.54,0.07,0.36,19.38,217.8,6.8,5.8,48.11,1.84,7.29,1.82,1.31,0.15
94,-1.9160635319250883,-1.6225617076455578,-1.3290598833660274,-1.035558059086497,-0.7420562348069666,-0.44855441052744033,-0.10904836269126343,-0.32387113701860404,0.3130431309275254,0.2945655643535706,0.3353050247988188,0.6469721473118506,0.6122854206085251,0.7631637496768277,0.9140420787451292,1.064920407813431,1.215798736881732,1.366677065950034,5.6,0.09,0.69,22.42,197.12,5.81,1.63,7.45,41.17,48.71,2.47,2.65,0.97
